Repos,id,stars,forks,commits,contributors,releases,branches,open_pulls,closed_pulls,open_issues,closed_issues,size,archived,created_at,updated_at,age,language,,pull_requests,issues
haoopeng/CNN-yelp-challenge-2016-sentiment-classification,52736571,107,52,47,0,0,0,0,0,3,0,15174,FALSE,2/28/2016 0:00,1/14/2023 0:00,83,Jupyter Notebook,,0,3
ZainNasrullah/computer-vision-deep-learning-intro-papers,119459641,6,2,19,0,0,0,0,0,0,0,122596,FALSE,1/30/2018 0:00,11/13/2021 0:00,46,,,0,0
guanfuchen/cifarclassify,114110018,31,8,22,0,0,2,1,0,2,0,417,FALSE,12/13/2017 0:00,3/14/2023 0:00,63,Python,,1,2
MapsaBootCamp/MachineLearning1,383697449,2,2,58,2,0,2,0,5,0,0,17606,FALSE,7/7/2021 0:00,12/18/2021 0:00,5,Jupyter Notebook,,5,0
wimlds-trojmiasto/detect-waste,314221459,119,37,133,8,0,9,1,53,2,10,87245,FALSE,11/19/2020 0:00,3/16/2023 0:00,28,Python,,54,12
GenericAltimetryTools/AIBathy,545989847,7,1,4,0,0,0,0,0,2,0,21838,FALSE,10/5/2022 0:00,11/28/2022 0:00,1,Jupyter Notebook,,0,2
Cloud-CV/VQA,90930010,69,23,48,2,0,9,9,7,0,3,4980,FALSE,5/11/2017 0:00,4/24/2022 0:00,59,Lua,,16,3
surfertas/deep_learning,109797722,11,9,290,0,0,3,2,2,0,1,230285,FALSE,11/7/2017 0:00,9/29/2021 0:00,46,Jupyter Notebook,,4,1
sharan-naribole/wlan_localization,85651271,23,18,27,0,0,0,0,0,0,1,54959,FALSE,3/21/2017 0:00,3/10/2023 0:00,72,Jupyter Notebook,,0,1
intel-iot-devkit/brain-tumor-segmentations,217658155,9,6,6,4,0,4,1,0,0,0,116757,TRUE,10/26/2019 0:00,2/27/2023 0:00,40,Python,,1,0
TeslasGhost/CUDA-PyTorch-ReleaseCandidate-Ubuntu16-04,86116522,2,1,81,0,0,0,0,0,0,0,1202,FALSE,3/24/2017 0:00,2/6/2018 0:00,11,Shell,,0,0
Vijay-Gadepalli/FOTS,399614497,1,2,3,0,0,0,0,0,1,0,28356,FALSE,8/24/2021 0:00,3/24/2022 0:00,7,Jupyter Notebook,,0,1
FangHaokun/MCMLP,365231224,1,1,3,0,0,0,0,0,0,0,122,FALSE,5/7/2021 0:00,10/5/2021 0:00,5,Python,,0,0
san-skumar/Oral-Cancer-Detection,342477495,1,1,1,0,0,0,0,0,0,0,3,FALSE,2/26/2021 0:00,5/25/2021 0:00,3,Jupyter Notebook,,0,0
idearibosome/srzoo,183538699,146,24,36,0,3,0,0,0,1,1,49,FALSE,4/26/2019 0:00,2/21/2023 0:00,46,Python,,0,2
kurosouza/learnware,214894972,1,1,9,0,0,0,0,0,0,0,249,FALSE,10/13/2019 0:00,11/23/2019 0:00,1,Jupyter Notebook,,0,0
rasto2211/Twitter-User-Gender-Classification,81133982,7,4,9,0,0,0,0,0,0,0,98,FALSE,2/6/2017 0:00,12/28/2021 0:00,58,Jupyter Notebook,,0,0
sidgan/ETCI-2021-Competition-on-Flood-Detection,386096432,113,24,43,2,1,0,0,1,0,1,4658,FALSE,7/14/2021 0:00,3/3/2023 0:00,20,Jupyter Notebook,,1,1
rajivnayanc/Deep_Learning_Projects,242597207,2,4,12,3,0,0,1,3,0,0,64466,FALSE,2/23/2020 0:00,10/31/2021 0:00,20,Jupyter Notebook,,4,0
jfkcooper/LENS_ML_School_2021,322609814,6,4,104,9,0,0,0,0,0,0,45046,FALSE,12/18/2020 0:00,6/3/2021 0:00,6,HTML,,0,0
LLNL/DJINN,141620451,36,11,36,0,0,2,1,3,1,2,108,FALSE,7/19/2018 0:00,2/14/2023 0:00,55,Python,,4,3
PSLmodels/PCI-Outbreak,239786467,5,1,14,3,1,4,0,1,0,0,27601,FALSE,2/11/2020 0:00,7/14/2021 0:00,17,HTML,,1,0
Govind155/Students-Mark-Predictor,315635337,4,10,51,0,0,0,0,0,0,0,118,FALSE,11/24/2020 0:00,12/6/2022 0:00,25,Jupyter Notebook,,0,0
Vishwa4444/Gender-and-Age-Detection-Python,508727923,1,1,1,0,0,0,0,0,0,0,85136,FALSE,6/29/2022 0:00,3/4/2023 0:00,9,Python,,0,0
NLeSC/mcfly,59207352,353,81,905,14,13,9,0,61,59,198,11404,FALSE,5/19/2016 0:00,3/12/2023 0:00,82,JavaScript,,61,257
SurhanZahid/Fashion-MNIST-Classifier-Pytorch,166045881,2,5,7,0,0,0,0,0,1,0,8,FALSE,1/16/2019 0:00,1/16/2021 0:00,24,Python,,0,1
mboukabous/Security-Intelligence-on-Exchanged-Multimedia-Messages-Based-on-Deep-Learning,370468218,6,4,104,3,1,2,0,2,0,0,4330,FALSE,5/24/2021 0:00,9/19/2022 0:00,16,Python,,2,0
SEERNET/deepaffects-node,88503743,4,11,40,4,0,2,2,10,2,2,4558,FALSE,4/17/2017 0:00,11/5/2019 0:00,31,JavaScript,,12,4
williamdee1/LMPred_AMP_Prediction,399740974,4,2,17,0,0,0,0,0,0,0,1708,FALSE,8/25/2021 0:00,10/24/2022 0:00,14,Jupyter Notebook,,0,0
pietersap/dataminds-azureML-tensorflow-face,148658786,2,1,38,0,0,0,0,0,0,0,247394,TRUE,9/13/2018 0:00,1/28/2023 0:00,52,Python,,0,0
corona10/FoodDataSet,75084499,26,2,15,0,0,0,0,0,0,0,11,FALSE,11/29/2016 0:00,2/28/2022 0:00,63,Python,,0,0
PacktPublishing/Hands-On-Python-Deep-Learning,167944481,11,8,9,3,0,2,1,0,0,0,32473,FALSE,1/28/2019 0:00,4/4/2022 0:00,39,Jupyter Notebook,,1,0
RISHIKESHAVAN/harvey-image-segmentation,442857622,1,1,23,0,0,0,0,0,0,0,1934993,FALSE,12/29/2021 0:00,4/24/2022 0:00,4,Jupyter Notebook,,0,0
Altaaaaaaa/deep-learning-from-cosmic,511912643,1,1,82,8,0,0,0,0,0,0,40842,FALSE,7/8/2022 0:00,9/13/2022 0:00,2,Jupyter Notebook,,0,0
lcskrishna/fruit-classification-pytorch,177026103,5,3,7,0,0,0,0,0,2,0,6417,FALSE,3/21/2019 0:00,1/21/2022 0:00,34,Python,,0,2
ahaque/twitch-troll-detection,18750566,99,20,64,0,0,0,0,0,0,1,40872,FALSE,4/14/2014 0:00,2/9/2023 0:00,106,Python,,0,1
johnPertoft/paper-implementations,71447830,1,1,10,0,0,2,0,0,0,0,203,FALSE,10/20/2016 0:00,6/5/2017 0:00,8,Python,,0,0
ismailuddin/gradcam-tensorflow-2,286249315,25,1,3,0,1,0,0,0,2,0,1551,FALSE,8/9/2020 0:00,3/9/2023 0:00,31,Jupyter Notebook,,0,2
jaaabir/phishing_detection,387577087,1,1,8,0,1,2,0,0,0,0,18454,FALSE,7/19/2021 0:00,11/25/2021 0:00,4,Jupyter Notebook,,0,0
Sea-Snell/CALM-Dialogue,481328097,24,7,6,0,0,0,0,0,1,1,60,FALSE,4/13/2022 0:00,1/16/2023 0:00,9,Python,,0,2
jstriaukas/midasml,269917206,33,19,118,0,0,0,0,1,0,8,2781,FALSE,6/6/2020 0:00,2/15/2023 0:00,32,R,,1,8
antonior92/ecg-age-prediction,338388723,23,14,12,0,1,0,0,0,0,2,42,FALSE,2/12/2021 0:00,3/8/2023 0:00,25,Python,,0,2
lxgithub24/machine_learning,64016167,3,2,19,2,0,0,0,1,0,0,118805,FALSE,7/23/2016 0:00,5/14/2021 0:00,58,Python,,1,0
leadthefuture/ML-and-DataScience-preparation,429929678,34,6,62,4,0,0,1,13,1,1,54,FALSE,11/19/2021 0:00,2/28/2023 0:00,15,Python,,14,2
cntejas/Exploratory-Analysis-Of-Geolocational-Data,514223267,1,1,3,0,0,0,0,0,0,0,5485,FALSE,7/15/2022 0:00,10/10/2022 0:00,3,Jupyter Notebook,,0,0
falloutdurham/pytorchupandrunning,210200708,44,51,6,0,0,0,2,0,2,0,42,TRUE,9/22/2019 0:00,3/6/2023 0:00,42,Jupyter Notebook,,2,2
minqi/hnatt,138830287,201,35,34,0,0,0,0,0,6,2,238,FALSE,6/27/2018 0:00,3/9/2023 0:00,57,Python,,0,8
msalvaris/DaskKubernetes,188030802,8,1,9,2,0,3,2,1,0,0,42,FALSE,5/22/2019 0:00,2/15/2020 0:00,9,Python,,3,0
KerenMeron/Advanced-Practical-Machine-Learning,112342301,1,2,17,0,0,0,0,0,0,0,37,FALSE,11/28/2017 0:00,8/22/2021 0:00,45,Python,,0,0
wandb/edu,315747164,176,106,333,10,0,20,1,33,14,47,16352,FALSE,11/24/2020 0:00,3/14/2023 0:00,28,Jupyter Notebook,,34,61
LucasDiogo96/Stock-Market-Prediction,460878467,2,2,14,0,0,0,0,0,0,0,1920,FALSE,2/18/2022 0:00,1/26/2023 0:00,11,Jupyter Notebook,,0,0
gmortuza/machine-learning-scratch,229810896,5,3,86,0,0,0,0,0,0,0,32370,FALSE,12/23/2019 0:00,12/3/2022 0:00,36,Jupyter Notebook,,0,0
ujjwala-apoorva/Machine-learning-model-to-predict-heart-failure-prediction,485274319,2,1,2,0,0,0,0,0,0,0,6,FALSE,4/25/2022 0:00,5/15/2022 0:00,1,Python,,0,0
Haytam222/Real-Time-Face-Detection,283219598,9,4,8,0,0,0,0,0,0,0,342,FALSE,7/28/2020 0:00,4/21/2022 0:00,21,Jupyter Notebook,,0,0
albertomontesg/data-mining-project,69646589,1,1,39,0,0,0,0,0,0,0,405,FALSE,9/30/2016 0:00,2/10/2023 0:00,77,Jupyter Notebook,,0,0
NYU-MLDA/OpenABC,399573605,42,7,65,0,1,0,0,0,2,4,16935,FALSE,8/24/2021 0:00,3/14/2023 0:00,19,Jupyter Notebook,,0,6
Arundhati1Sharma/ML-algo-projects,274948996,2,1,38,0,0,0,0,0,0,0,1455,FALSE,6/25/2020 0:00,9/7/2020 0:00,3,Jupyter Notebook,,0,0
RicardoMoya/NLP_with_Python,191201614,9,13,32,2,0,3,2,18,1,0,159783,FALSE,6/10/2019 0:00,2/17/2023 0:00,44,Jupyter Notebook,,20,1
enginBozkurt/Object_Detection_With_SSD,163888956,8,2,20,0,0,0,0,0,1,1,92,FALSE,1/2/2019 0:00,10/20/2022 0:00,45,Python,,0,2
coreylammie/MemTorch,215175327,76,29,66,6,7,6,0,78,17,45,12423,FALSE,10/15/2019 0:00,3/15/2023 0:00,41,Python,,78,62
WangSong960913/CraterDetection,223309353,5,1,14,0,0,5,4,16,2,0,851,FALSE,11/22/2019 0:00,3/14/2023 0:00,40,Python,,20,2
