Repos,id,stars,forks,commits,contributors,releases,branches,open_pulls,closed_pulls,open_issues,closed_issues,size,archived,created_at,updated_at,age,language,,pull_requests,issues
xashru/bangla-text-classification,314825617,4,4,2,0,0,0,0,0,0,0,1077,FALSE,11/21/2020 0:00,1/9/2023 0:00,26,Python,,0,0
KunyuHe/ML-Pipeline-on-Financial-Distress-Data,181192505,7,11,64,2,0,0,0,1,0,0,39252,FALSE,4/13/2019 0:00,10/13/2022 0:00,42,Python,,1,0
joaoantoniocn/AM-MobileNet1D,236866762,27,10,8,0,0,4,3,6,5,0,155,FALSE,1/28/2020 0:00,3/25/2022 0:00,26,Python,,9,5
ege-erdogan/unsplit,366381995,4,1,15,0,0,0,0,0,0,0,25,FALSE,5/11/2021 0:00,3/3/2023 0:00,22,Python,,0,0
ongteckwu/Resume-Rater,188659915,67,41,1,0,0,0,0,0,2,1,10228,FALSE,5/26/2019 0:00,2/17/2023 0:00,45,Python,,0,3
jessicayung/machine-learning-models,58272241,7,5,13,0,0,0,0,0,0,0,1440,FALSE,5/7/2016 0:00,2/4/2022 0:00,69,Jupyter Notebook,,0,0
hsomaiya/machinelearning,273914244,3,2,31,0,0,0,0,1,0,0,2006,FALSE,6/21/2020 0:00,7/18/2022 0:00,25,Jupyter Notebook,,1,0
Harsh-Jaiswal/FakeNewsDetection,179617252,4,3,6,0,0,0,0,0,1,1,39404,FALSE,4/5/2019 0:00,8/15/2022 0:00,40,Jupyter Notebook,,0,2
nhejazi/medoutcon,179904082,10,3,231,3,1,3,1,15,1,25,992,FALSE,4/7/2019 0:00,12/5/2022 0:00,44,R,,16,26
Jeremalloch/Semisupervised_Image_Classifier,110500632,18,6,26,0,0,0,0,0,0,0,2996,FALSE,11/13/2017 0:00,8/12/2022 0:00,57,Python,,0,0
guillaume-chevalier/CSGames-2019-AI,177295955,2,1,37,2,0,3,0,0,0,0,21455,FALSE,3/23/2019 0:00,11/14/2022 0:00,44,Python,,0,0
UsmanSimple/ML-Model-Deployment-with-Flask-and-AWS-EC2-Instance,456587414,1,1,15,0,0,0,0,0,0,0,10711,FALSE,2/7/2022 0:00,7/1/2022 0:00,5,Jupyter Notebook,,0,0
Praful932/Kitabe,291985571,138,140,200,30,1,14,0,118,2,131,232668,FALSE,9/1/2020 0:00,3/16/2023 0:00,30,HTML,,118,133
bermick/lipsync,78380844,1,1,20,0,0,0,0,0,0,0,5288,FALSE,1/9/2017 0:00,2/12/2018 0:00,13,Matlab,,0,0
charlescao460/MapleStoryDetectionSampleGenerator,272241566,10,8,48,0,0,2,0,0,4,0,5461,FALSE,6/14/2020 0:00,9/28/2022 0:00,27,C#,,0,4
C5T/Current,27625425,91,31,"4,718",10,0,7,0,858,9,66,16912,FALSE,12/6/2014 0:00,3/15/2023 0:00,99,C++,,858,75
MurugeshMarvel/MLexp,62709647,14,7,147,0,0,3,1,0,0,0,48154,FALSE,7/6/2016 0:00,11/26/2022 0:00,76,Python,,1,0
NCBI-Hackathons/Semantic-search-log-analysis-pipeline,146802240,12,3,131,6,0,0,0,0,0,0,28480,FALSE,8/30/2018 0:00,1/3/2022 0:00,41,JavaScript,,0,0
penseeartificielle/fizzbuzz-deeplearning,125169159,1,1,1,0,0,0,0,0,0,0,1,FALSE,3/14/2018 0:00,3/7/2019 0:00,12,Python,,0,0
MilaNLProc/bertlang,241833123,16,4,58,5,0,5,4,10,0,1,4133,FALSE,2/20/2020 0:00,12/13/2022 0:00,34,JavaScript,,14,1
AI-Ghosts/Object-Detection-for-self-driving-car,125291713,4,1,9,2,0,0,0,0,0,0,18322,FALSE,3/15/2018 0:00,3/20/2019 0:00,12,Python,,0,0
JifuZhao/Lending-Club-Loan-Analysis,140455975,6,13,22,0,0,0,0,0,0,0,48502,TRUE,7/10/2018 0:00,1/28/2023 0:00,54,Jupyter Notebook,,0,0
CharlesLiuyx/Dota2_Data_Analyst,133070997,48,3,12,2,0,2,1,0,0,0,1242,FALSE,5/11/2018 0:00,3/7/2023 0:00,58,Jupyter Notebook,,1,0
Akshitaag/Chall-Vihaan,109251898,4,2,5,2,0,0,0,1,0,0,305,FALSE,11/2/2017 0:00,10/5/2018 0:00,11,Matlab,,1,0
Olow304/Data-Science-Machine-Learning,112039376,94,45,23,2,0,0,0,0,0,0,26168,FALSE,11/25/2017 0:00,2/18/2023 0:00,63,Jupyter Notebook,,0,0
inferno-pytorch/speedrun,134756095,79,5,117,5,1,14,1,17,2,1,211,FALSE,5/24/2018 0:00,11/29/2022 0:00,54,Python,,18,3
xinwangcindy/High_entropy_alloys_yield_stress_ml,252514093,2,1,2,0,0,0,0,0,0,0,38042,FALSE,4/2/2020 0:00,10/26/2022 0:00,30,Python,,0,0
EddieTGH/HTHSHACKS2021,367711846,1,1,9,2,0,0,0,0,0,0,115,FALSE,5/15/2021 0:00,2/12/2023 0:00,21,Python,,0,0
ablaom/MachineLearningInJulia2020,272340012,137,26,83,3,0,6,0,3,0,3,5219,FALSE,6/15/2020 0:00,1/9/2023 0:00,31,Jupyter Notebook,,3,3
NXture/Sia,438143512,3,2,105,3,0,13,6,65,0,0,2797,FALSE,12/14/2021 0:00,3/25/2022 0:00,3,JavaScript,,71,0
yueliu1999/DCRN,436458666,117,19,36,2,0,0,0,1,6,1,10753,FALSE,12/9/2021 0:00,3/13/2023 0:00,15,Python,,1,7
mtxslv/StudyingMachineLearning,144077249,2,1,109,0,0,0,0,0,3,2,298656,FALSE,8/8/2018 0:00,10/26/2020 0:00,26,Jupyter Notebook,,0,5
rsanchezgarc/CoPriNet,465008079,3,3,13,0,0,0,0,1,0,1,196989,FALSE,3/1/2022 0:00,2/7/2023 0:00,11,Python,,1,1
rajat5ranjan/AV-AmExpert-2019-ML-Hackathon,213208620,29,27,7,0,0,0,0,0,0,0,325,FALSE,10/6/2019 0:00,7/28/2022 0:00,33,Jupyter Notebook,,0,0
felipealencar/sdn-ddos-monitor,127048651,20,15,87,0,0,0,0,0,2,1,926,FALSE,3/27/2018 0:00,2/12/2023 0:00,59,Python,,0,3
OzanAlpay/MachineLearning,54870420,1,1,6,0,0,0,0,0,0,0,17,FALSE,3/28/2016 0:00,11/17/2017 0:00,20,Python,,0,0
nguyentruonglau/voicenet,321548872,3,2,45,0,1,0,0,0,0,0,5213,FALSE,12/15/2020 0:00,12/27/2021 0:00,12,Python,,0,0
mhw32/meta-inference-public,221771974,12,1,8,0,0,0,0,0,0,0,519,FALSE,11/14/2019 0:00,10/17/2022 0:00,35,Python,,0,0
Swaraj-72/Adversarial-Attacks-and-Defenses-on-Semantic-Segmentation-Networks,355331151,7,3,28,0,0,0,0,1,0,0,1034,FALSE,4/6/2021 0:00,2/25/2023 0:00,22,Python,,1,0
AlphaVS-76/House_Price_Prediction,440471712,2,3,4,0,0,0,0,0,0,0,19,FALSE,12/21/2021 0:00,1/27/2022 0:00,1,Jupyter Notebook,,0,0
manan904/Face-Recongnition-ML,99501432,6,1,6,0,0,0,0,0,0,0,409,FALSE,8/6/2017 0:00,8/15/2022 0:00,60,Python,,0,0
JahnviTrivedi/Distracted-Driver-MultiAction-Classification,199864828,2,1,5,0,0,0,0,0,0,0,11141,FALSE,7/31/2019 0:00,6/10/2020 0:00,11,Jupyter Notebook,,0,0
mihirchhiber/deep_learning_project,477677374,2,1,85,5,0,2,0,1,0,0,39979,FALSE,4/4/2022 0:00,4/24/2022 0:00,0,Jupyter Notebook,,1,0
FernandoLpz/Tracking-ML-model-MLflow,297784771,4,6,6,0,0,0,0,0,0,0,261,FALSE,9/22/2020 0:00,9/9/2021 0:00,12,Python,,0,0
polarbeargo/Microsoft-Azure-Machine-Learning-Scholarship-Showcase-Project,291600776,1,1,55,0,0,0,0,0,0,0,2509,FALSE,8/31/2020 0:00,6/27/2021 0:00,10,Jupyter Notebook,,0,0
lukas-blecher/CleanPlateBlender,233959938,14,3,13,0,0,4,0,0,1,0,121,FALSE,1/14/2020 0:00,10/20/2022 0:00,33,Python,,0,1
mitmedialab/PersonalizedMultitaskLearning,93782309,105,59,38,2,0,0,1,0,0,3,339,FALSE,6/8/2017 0:00,3/6/2023 0:00,69,Python,,1,3
isabekov/GBPRBM_NumPy,102041753,1,1,2,0,0,0,0,0,0,0,292,FALSE,8/31/2017 0:00,5/12/2018 0:00,9,Python,,0,0
mbari-org/pacific-sound-notebooks,415666911,8,2,57,3,0,0,0,1,1,0,37368,FALSE,10/10/2021 0:00,3/6/2023 0:00,17,,,1,1
Switzerland-MQP/deep-learning-for-data-privacy-classification,152586452,4,4,8,3,0,0,0,0,0,0,40174,FALSE,10/11/2018 0:00,2/13/2020 0:00,16,Python,,0,0
drcerenkaya/COVID-19-Detection,249728945,6,6,21,0,0,0,0,0,0,0,2773,FALSE,3/24/2020 0:00,6/20/2022 0:00,27,Jupyter Notebook,,0,0
aaronstone1699/Depression-detection,320510448,9,2,9,0,0,0,0,0,0,0,7235,FALSE,12/11/2020 0:00,1/24/2023 0:00,25,Python,,0,0
polwork/Learning-and-Transferring-Deep-Joint-Spectral-Spatial-Features-for-Hyperspectral-Classification,176678039,11,2,4,0,0,0,0,0,0,0,39,FALSE,3/20/2019 0:00,5/17/2022 0:00,38,MATLAB,,0,0
SciML/DASKR.jl,75536052,11,15,155,16,18,5,1,40,3,9,431,FALSE,12/4/2016 0:00,3/10/2023 0:00,75,Julia,,41,12
xxgege/StableNet,395540603,136,30,7,2,0,0,0,0,8,2,28,FALSE,8/13/2021 0:00,3/16/2023 0:00,19,Python,,0,10
OctopusLian/Python-Machine-Learning-Cookbook,221356871,1,1,2,0,0,0,0,0,0,0,13951,FALSE,11/13/2019 0:00,2/26/2023 0:00,39,Python,,0,0
xadrianzetx/lanefinder,222524943,7,4,39,0,0,0,0,2,0,1,18778,FALSE,11/18/2019 0:00,1/17/2023 0:00,38,Python,,2,1
PacktPublishing/Hands-On-Deep-Learning-for-Images-with-TensorFlow,142971706,17,14,20,2,0,0,0,0,0,0,139,FALSE,7/31/2018 0:00,2/1/2023 0:00,55,Jupyter Notebook,,0,0
lixuewei123/Deep-Learning,162955154,2,1,17,0,0,0,0,0,0,0,128,FALSE,12/24/2018 0:00,4/6/2022 0:00,40,Python,,0,0
kartikjagdale/Last.fm-Song-Recommender,31491354,3,1,11,0,0,0,0,0,0,0,65,FALSE,3/1/2015 0:00,3/8/2023 0:00,96,Jupyter Notebook,,0,0
mojoboss/pacman,40052467,3,2,65,0,0,3,0,0,1,0,900,FALSE,8/1/2015 0:00,8/18/2019 0:00,48,Python,,0,1
HariRam1998/covisight-hackerearth,385118636,2,1,26,2,1,2,1,0,0,0,123756,FALSE,7/12/2021 0:00,12/18/2022 0:00,17,Python,,1,0
niwayandm/Sentiment-Analysis-on-Distance-Learning-During-Covid-19-Using-K-Nearest-Neighbor,464812415,1,1,33,0,0,0,0,0,0,0,6350,FALSE,3/1/2022 0:00,6/22/2022 0:00,3,CSS,,0,0
wpf535236337/pytorch-peleenet,139130813,38,14,2,0,0,0,0,0,4,0,2,FALSE,6/29/2018 0:00,11/20/2022 0:00,53,Python,,0,4
jacktan1/Options-Project,233150022,9,2,124,2,0,2,1,1,0,0,239008,FALSE,1/10/2020 0:00,12/14/2022 0:00,35,Jupyter Notebook,,2,0
alexagedah/ForecastingVolatility,542273651,1,1,8,0,0,0,0,0,0,0,170,FALSE,9/27/2022 0:00,1/4/2023 0:00,4,Python,,0,0
dgovor/Housing-Price-Prediction-MATLAB,376416096,2,1,15,0,0,0,0,1,0,0,304,FALSE,6/13/2021 0:00,12/2/2022 0:00,18,MATLAB,,1,0
kevinykuo/shocklapsedemo,152373116,1,1,14,2,0,0,0,2,0,0,696,FALSE,10/10/2018 0:00,5/13/2019 0:00,7,R,,2,0
danielktaylor/PyStrategies,64703220,52,23,12,0,0,2,1,0,1,0,12583,FALSE,8/1/2016 0:00,3/4/2023 0:00,79,Jupyter Notebook,,1,1
nzxtdata/Multivariate-Financial-Time-Series-Forecasting-with-Machine-Learning,359737285,4,1,40,0,0,0,0,1,0,0,14784,FALSE,4/20/2021 0:00,7/18/2022 0:00,15,Jupyter Notebook,,1,0
laelasbuch/Sentiment-Analysis-about-Medan-City-Election,337465026,2,1,30,0,0,0,0,0,0,0,2519,FALSE,2/9/2021 0:00,12/30/2021 0:00,10,HTML,,0,0
stantonious/motivate,386754605,2,1,51,3,0,2,0,2,2,0,8110,FALSE,7/16/2021 0:00,2/14/2022 0:00,7,C,,2,2
devil-cyber/FashionWear,328317463,1,1,11,0,0,0,0,0,0,0,49146,FALSE,1/10/2021 0:00,1/10/2021 0:00,0,Python,,0,0
haebichan/PopMusicMaker,143179927,154,33,25,0,0,0,0,0,2,0,29581,FALSE,8/1/2018 0:00,2/14/2023 0:00,54,Jupyter Notebook,,0,2
appledora/amazon_product_recommendation,378177929,1,1,15,0,0,0,0,0,0,0,4271,FALSE,6/18/2021 0:00,3/8/2023 0:00,21,Jupyter Notebook,,0,0
PavanSaiSheshetti/Face_Recognition,363116163,2,2,52,0,0,2,0,0,0,1,1386,FALSE,4/30/2021 0:00,11/8/2021 0:00,7,Python,,0,1
davidho27941/ML4NO,350618012,1,1,52,4,0,4,0,0,0,0,1378995,FALSE,3/23/2021 0:00,4/19/2022 0:00,13,Jupyter Notebook,,0,0
montyhall/mallory,92795282,2,1,17,0,0,0,0,0,0,0,64,FALSE,5/30/2017 0:00,5/7/2018 0:00,12,Lua,,0,0
ahegel/genre-ML-classification,99501647,12,1,23,0,0,0,0,0,0,0,3641,FALSE,8/6/2017 0:00,3/13/2023 0:00,67,Python,,0,0
zengbohan0217/Machine-Learning-work,311202337,1,2,59,0,0,0,0,0,0,0,31806,FALSE,11/9/2020 0:00,10/3/2021 0:00,11,Python,,0,0
xamyzhao/conflux,97521486,1,1,17,0,0,0,0,0,0,0,26,FALSE,7/17/2017 0:00,6/25/2020 0:00,35,Python,,0,0
Devashi-Choudhary/Cartoon-Character-Recognition,340350085,8,2,12,0,0,2,0,1,1,0,6196,FALSE,2/19/2021 0:00,5/27/2022 0:00,15,Jupyter Notebook,,1,1
C4LEB-ai/URL-Classifier,499339973,1,1,6,2,0,2,0,0,0,0,36723,FALSE,6/3/2022 0:00,7/19/2022 0:00,1,Jupyter Notebook,,0,0
darkmatter2222/COD-MW-2019-DNN,224898622,74,10,101,2,0,5,0,4,0,4,16203,FALSE,11/29/2019 0:00,2/21/2023 0:00,39,Python,,4,4
datamonday/FR-AttSys,357199540,3,2,8,0,0,0,0,0,0,0,106169,FALSE,4/12/2021 0:00,3/23/2022 0:00,11,Python,,0,0
VanBantam/one-env,171079203,1,1,5,0,0,0,0,0,0,0,9,FALSE,2/17/2019 0:00,5/11/2020 0:00,15,Dockerfile,,0,0
wondonghyeon/protest-detection-violence-estimation,121340089,153,45,62,0,0,0,0,0,6,2,4903,FALSE,2/13/2018 0:00,3/14/2023 0:00,61,Jupyter Notebook,,0,8
MarcoPalermo7070/QSVM_Classifier,223639995,1,2,9,0,0,0,0,0,0,0,5480,FALSE,11/23/2019 0:00,3/24/2022 0:00,28,Jupyter Notebook,,0,0
AmandaZou/master-machine-learning-algorithms,236834470,28,30,13,0,0,0,0,0,0,0,1366,FALSE,1/28/2020 0:00,2/19/2023 0:00,37,Jupyter Notebook,,0,0
katulu-io/fl-suite,497915331,19,1,86,5,0,7,2,40,1,0,3230,FALSE,5/30/2022 0:00,3/13/2023 0:00,10,Python,,42,1
uddeshyatyagi/Machine-Learning-minors,294214253,2,3,39,3,0,2,1,6,1,1,1212,FALSE,9/9/2020 0:00,3/30/2021 0:00,6,Jupyter Notebook,,7,2
Coldwave96/MaliciousUrls_Part2,257463587,14,9,8,0,1,0,0,0,1,2,11086,FALSE,4/21/2020 0:00,3/15/2023 0:00,35,Python,,0,3
Xharlie/BtcDet,434487683,170,34,6,0,0,0,0,0,25,16,12364,FALSE,12/3/2021 0:00,3/10/2023 0:00,15,Python,,0,41
annikabrundyn/driving-dirty,255676389,6,2,489,3,0,2,1,6,1,2,33461,FALSE,4/14/2020 0:00,12/11/2020 0:00,8,Python,,7,3
mHernandes/ibovespa-forecast-using-machine-learning,237671838,6,1,6,0,0,0,0,0,0,0,152,FALSE,2/1/2020 0:00,12/27/2022 0:00,34,MATLAB,,0,0
ClaudiuGeorgiu/Classification,36558890,8,7,9,0,0,0,0,0,0,0,541,FALSE,5/30/2015 0:00,1/28/2023 0:00,92,C#,,0,0
vbugaevskii/leadersofdigital-hh,282600358,1,1,5,0,0,0,0,0,0,0,113,FALSE,7/26/2020 0:00,9/20/2020 0:00,2,Jupyter Notebook,,0,0
simonMadec/VegAnn,530703998,3,2,40,2,0,0,0,1,1,0,55,FALSE,8/30/2022 0:00,3/9/2023 0:00,7,Python,,1,1
GT-RIPL/MultiAgentPerception,272565603,35,11,11,2,0,0,0,2,4,2,1274,FALSE,6/15/2020 0:00,3/15/2023 0:00,33,Python,,2,6
LeadingIndiaAI/Classifying-Different-Crop-Categories-Using-Hyperspectral,199781107,8,5,2,0,0,0,0,0,0,0,4,FALSE,7/31/2019 0:00,3/1/2023 0:00,44,Python,,0,0
helenamin/Perth-City-Properties,393918906,2,1,121,2,0,0,0,1,0,0,10523,FALSE,8/8/2021 0:00,2/12/2022 0:00,6,Jupyter Notebook,,1,0
apozas/private-tn,461921111,1,2,17,2,1,0,0,1,0,0,90,FALSE,2/21/2022 0:00,3/4/2022 0:00,1,Python,,1,0
dll-ncai/deepeeg-a-deep-learning-based-platform-for-eeg-signal-analysis,273891448,2,1,70,2,0,0,0,0,0,0,12515,FALSE,6/21/2020 0:00,2/22/2023 0:00,32,Python,,0,0
ikmb/amino_acid_encoding_deep_learning_applications,245128476,12,5,50,0,0,0,0,0,0,2,30138,FALSE,3/5/2020 0:00,12/20/2022 0:00,33,Python,,0,2
Sebastian-Schuchmann/A.I.-Jumping-Cars-ML-Agents-Example,264515734,38,20,14,2,0,2,0,1,3,1,2116,FALSE,5/16/2020 0:00,1/1/2023 0:00,32,C#,,1,4
rkhamilton/vqgan-clip-generator,416348615,102,29,246,0,16,2,0,4,2,11,111425,FALSE,10/12/2021 0:00,3/13/2023 0:00,17,Jupyter Notebook,,4,13
stratospark/food-101-mobile,85806542,96,24,8,0,0,0,0,0,5,1,1527,FALSE,3/22/2017 0:00,11/24/2022 0:00,68,Jupyter Notebook,,0,6
francomanca93/MachineLearning,258528661,1,1,28,0,0,0,0,0,0,0,62,FALSE,4/24/2020 0:00,7/12/2022 0:00,27,Python,,0,0
XanaduAI/QHack2021,338161212,117,103,86,3,0,2,0,4,38,38,5162,TRUE,2/11/2021 0:00,3/2/2023 0:00,25,Python,,4,76
Athena75/IBM-Customer-Value-Dashboarding,303678140,4,1,9,0,0,0,0,0,0,0,13236,FALSE,10/13/2020 0:00,7/25/2022 0:00,21,HTML,,0,0
Viniciusmoda/multi-temporal-crop-classification,286252505,3,1,27,0,0,0,0,0,0,0,59,FALSE,8/9/2020 0:00,12/22/2022 0:00,28,,,0,0
genbing99/MEAN_Spot-then-recognize,432376739,10,2,21,0,0,0,0,0,0,2,75702,FALSE,11/27/2021 0:00,3/9/2023 0:00,16,Python,,0,2
naveen-chauhan/Loan-Prediction-Classification,144008514,13,32,6,0,0,0,1,0,0,0,126,FALSE,8/8/2018 0:00,3/4/2023 0:00,55,Jupyter Notebook,,1,0
TimKreienkamp/ML-Competition,30968731,1,2,91,3,0,2,0,1,0,0,32131,FALSE,2/18/2015 0:00,4/7/2020 0:00,62,R,,1,0
rlaneth/figment-fusion,535152409,7,1,14,0,0,0,0,0,1,0,57,FALSE,9/11/2022 0:00,11/23/2022 0:00,2,Jupyter Notebook,,0,1
Rango-Zhang-Hang/FYP_Deep-Learning-and-WiFi-based-Gesture-Recognition,466140199,1,1,47,0,0,2,0,0,0,0,580,FALSE,3/4/2022 0:00,12/17/2022 0:00,9,Jupyter Notebook,,0,0
piyush01123/Music-Generation-with-deep-learning,162235919,5,4,14,0,0,0,0,0,0,1,404417,FALSE,12/18/2018 0:00,8/30/2022 0:00,44,Python,,0,1
vin136/Naive-Bees-Classifier,132237631,2,1,5,0,0,0,0,0,0,0,1941,FALSE,5/5/2018 0:00,5/24/2018 0:00,0,Jupyter Notebook,,0,0
kshitizrimal/applied-deep-learning,165613322,1,55,3,0,0,0,0,0,0,0,2081,FALSE,1/14/2019 0:00,8/14/2022 0:00,43,Jupyter Notebook,,0,0
ajhamdi/MVTN,394262699,67,8,40,2,0,2,0,2,2,11,329616,FALSE,8/9/2021 0:00,2/15/2023 0:00,18,Python,,2,13
ysymyth/3D-SDN,154797992,262,40,6,3,0,0,0,1,0,6,14669,FALSE,10/26/2018 0:00,9/11/2022 0:00,47,Python,,1,6
DataScientists-101/DataScience-and-DeepLearning-for-Business_,268351697,1,1,2,0,0,0,0,0,0,0,10381,FALSE,5/31/2020 0:00,11/30/2021 0:00,18,Jupyter Notebook,,0,0
IbrahimSobh/kaggle-Flower-Classification-TPUs,266581342,13,3,27,0,0,0,0,0,0,0,2089,FALSE,5/24/2020 0:00,2/12/2023 0:00,33,Jupyter Notebook,,0,0
activatedgeek/simplex-gp,277661025,6,1,158,3,0,3,0,1,0,1,1239,FALSE,7/6/2020 0:00,4/19/2022 0:00,21,Jupyter Notebook,,1,1
siddharthnaik7/agriculture-anomaly-image-classification,275071797,1,1,5,0,0,0,0,0,0,0,1900,FALSE,6/26/2020 0:00,1/4/2021 0:00,7,Jupyter Notebook,,0,0
nithishr/streamlit-ml-demo,318859803,12,4,21,2,0,5,4,13,0,1,701,FALSE,12/5/2020 0:00,1/6/2023 0:00,25,Python,,17,1
JonahLeggett/ML_Algo_Options_Trading,383659297,1,5,32,3,0,0,0,0,0,0,10546,FALSE,7/7/2021 0:00,7/20/2021 0:00,0,Jupyter Notebook,,0,0
thanhhau097/ml_project_template,247944257,83,36,39,2,0,19,18,8,0,1,1944,FALSE,3/17/2020 0:00,1/30/2023 0:00,34,Python,,26,1
connect-midhunr/rossmann-sales-prediction,542652509,1,1,170,0,0,0,0,1,0,0,108094,FALSE,9/28/2022 0:00,1/31/2023 0:00,4,Jupyter Notebook,,1,0
scikit-activeml/scikit-activeml,283546804,76,6,"1,319",9,13,42,1,113,42,129,46753,FALSE,7/29/2020 0:00,3/8/2023 0:00,32,Jupyter Notebook,,114,171
luke-lorenzini/Machine-Learning-Cpp,140707363,4,1,85,0,0,0,0,0,1,2,95,FALSE,7/12/2018 0:00,2/27/2022 0:00,43,C++,,0,3
Sophie-Germain/Thesis_DeepLearning,74291473,2,2,14,0,0,0,1,0,0,0,23869,FALSE,11/20/2016 0:00,4/18/2021 0:00,53,Python,,1,0
embedeep/Free-TPU,163034230,192,54,40,2,0,0,0,1,2,1,78272,FALSE,12/25/2018 0:00,3/10/2023 0:00,51,Shell,,1,3
microsoft/DeepSpeed-MII,473378688,539,54,100,14,3,29,10,77,36,36,4101,FALSE,3/23/2022 0:00,3/16/2023 0:00,12,Python,,87,72
hollance/MobileNet-CoreML,93544971,699,105,9,0,0,0,0,0,5,6,16709,FALSE,6/6/2017 0:00,1/30/2023 0:00,67,Swift,,0,11
wkentaro/chainer-bicyclegan,115642891,9,2,73,0,0,0,0,0,0,0,2974,FALSE,12/28/2017 0:00,6/29/2022 0:00,54,Python,,0,0
RachanaJayaram/MalwarePrediction,213298943,6,4,65,3,0,0,0,0,0,0,1628,FALSE,10/7/2019 0:00,10/7/2022 0:00,36,Jupyter Notebook,,0,0
sidneyarcidiacono/UnderstandingGCNs,400632658,10,5,9,0,0,0,0,0,0,0,35,FALSE,8/27/2021 0:00,11/11/2022 0:00,15,Jupyter Notebook,,0,0
echushe/DeepFrame,116654869,14,8,63,2,0,0,0,0,0,0,2728,FALSE,1/8/2018 0:00,5/2/2021 0:00,40,C++,,0,0
yihong-chen/neural-collaborative-filtering,125520219,371,131,23,2,0,0,0,2,5,12,14648,FALSE,3/16/2018 0:00,3/16/2023 0:00,60,Jupyter Notebook,,2,17
DTSense/Webinar_DeepLearning_1,301964729,2,3,13,0,0,2,0,0,0,0,1019,FALSE,10/7/2020 0:00,12/18/2020 0:00,2,Jupyter Notebook,,0,0
seyfig/DeepRLArmManipulation,140775780,2,1,12,0,0,0,0,0,0,0,18595,FALSE,7/13/2018 0:00,6/6/2022 0:00,47,C++,,0,0
tharindurb/PRIME,135281003,3,4,32,2,0,0,0,0,0,0,70128,FALSE,5/29/2018 0:00,1/11/2021 0:00,32,Java,,0,0
sguys99/Datascience-tips,281622343,1,1,28,0,0,0,0,0,0,0,1314,FALSE,7/22/2020 0:00,12/6/2020 0:00,5,Jupyter Notebook,,0,0
cookeem/TensorFlow_learning_notes,103598590,395,141,57,0,0,0,0,0,2,0,7370,FALSE,9/15/2017 0:00,10/27/2022 0:00,61,Jupyter Notebook,,0,2
aakashjha97/Handwritten-Digits-Classification,191177004,1,1,2,0,0,0,0,0,0,0,12995,FALSE,6/10/2019 0:00,6/13/2019 0:00,0,Jupyter Notebook,,0,0
safikhanSoofiyani/Animal-Plant-Species-Detection,472322910,1,1,54,2,0,0,0,0,0,0,19375,FALSE,3/21/2022 0:00,8/22/2022 0:00,5,Jupyter Notebook,,0,0
shreyashsmvdu1/vedic-symbol-recognizer-with-deep-learning,308838172,1,4,133,4,0,0,0,20,0,0,313074,FALSE,10/31/2020 0:00,7/31/2021 0:00,9,Jupyter Notebook,,20,0
juandes/knnbot-messenger-bot,80658299,4,2,79,0,0,0,0,0,0,0,127,FALSE,2/1/2017 0:00,5/20/2021 0:00,51,Python,,0,0
NimbleBoxAI/nbox,390696010,80,12,332,14,1,21,3,77,0,1,67332,FALSE,7/29/2021 0:00,1/31/2023 0:00,18,Python,,80,1
qubvel/efficientnet,189477120,2008,460,66,9,8,2,8,33,55,58,835,FALSE,5/30/2019 0:00,3/13/2023 0:00,46,Python,,41,113
algofairness/fairness-comparison,81018196,143,46,503,8,0,13,3,6,2,1,346993,FALSE,2/5/2017 0:00,2/21/2023 0:00,72,HTML,,9,3
maxhumber/mummify,125737084,45,5,82,0,0,8,6,3,0,0,29630,FALSE,3/18/2018 0:00,2/21/2023 0:00,59,Python,,9,0
Aviator10/Predictive-Model-for-choosing-correct-shipping-mode-Supply-chain-and-Logistic-Analytics,291623650,3,2,6,0,0,0,0,0,0,1,2305,FALSE,8/31/2020 0:00,2/3/2022 0:00,18,R,,0,1
TheDoctorAI/AI-Trader,183347550,49,17,28,0,0,0,0,0,2,0,2019,FALSE,4/25/2019 0:00,3/7/2023 0:00,47,Jupyter Notebook,,0,2
JifuZhao/DS-Take-Home,129176300,1559,820,40,0,0,0,0,0,1,0,8422,TRUE,4/12/2018 0:00,3/13/2023 0:00,59,Jupyter Notebook,,0,1
GitTeaching/Django_Credit_Card_Fraud,295438728,1,3,15,0,0,0,0,0,0,0,733,FALSE,9/14/2020 0:00,6/12/2022 0:00,21,Jupyter Notebook,,0,0
blue-yonder/vikos,67695889,10,10,187,7,1,3,0,23,6,7,428,FALSE,9/8/2016 0:00,5/10/2022 0:00,68,Rust,,23,13
AndreFCruz/bias-detection,226709364,21,4,5,0,0,7,6,0,0,0,3969,FALSE,12/8/2019 0:00,12/9/2022 0:00,36,Jupyter Notebook,,6,0
IBM-EPBL/IBM-Project-21212-1659775228,521892316,2,1,322,4,0,0,0,0,0,0,16113,FALSE,8/6/2022 0:00,11/24/2022 0:00,3,Jupyter Notebook,,0,0
PoLun-Wang/DL_practice_logistic_regression,171846811,4,5,10,0,0,0,0,0,0,0,5650,FALSE,2/21/2019 0:00,4/22/2020 0:00,14,Jupyter Notebook,,0,0
JRice15/physics-informed-autoencoders,273021869,10,3,177,0,0,2,0,0,0,0,80759,FALSE,6/17/2020 0:00,12/22/2022 0:00,30,Python,,0,0
