smells,bugs,vulnerabilities,security_hotspots,lines_of_code,comments,comments_density,debt,smells_minor,smells_major,smells_critical,smells_blocker,smells_info,bugs_minor,bugs_major,bugs_critical,bugs_blocker,bugs_info,vulnerabilities_minor,vulnerabilities_major,vulnerabilities_critical,vulnerabilities_blocker,vulnerabilities_info,hotspots_minor,hotspots_major,hotspots_critical,hotspots_blocker,hotspots_info
10.0,3.0,0.0,1.0,801.0,104.0,11.491712707182321,61.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169.0,0.0,0.0,0.0,701.0,179.0,20.34090909090909,824.0,32.0,125.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,4.0,26.0,2683.0,179.0,6.254367575122292,425.0,8.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,4.0,15.0,0.0
125.0,15.0,0.0,5.0,3829.0,1133.0,22.8335348649738,811.0,47.0,55.0,23.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
9294.0,336.0,0.0,275.0,622687.0,53944.0,7.972439926636528,55503.0,2716.0,6048.0,436.0,16.0,78.0,77.0,188.0,60.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,232.0,0.0,0.0
108.0,13.0,0.0,8.0,2720.0,587.0,17.750226791654068,722.0,38.0,44.0,26.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
77.0,0.0,0.0,1.0,1005.0,215.0,17.62295081967213,326.0,48.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.0,38.0,0.0,0.0,436.0,466.0,51.66297117516629,438.0,0.0,6.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,406.0,185.0,31.302876480541453,228.0,50.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,22.0,0.0,37.0,3067.0,1159.0,27.425461429247516,1008.0,24.0,98.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,0.0
84.0,1.0,0.0,1.0,4648.0,1259.0,21.313695615371593,532.0,3.0,52.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2720.0,47.0,0.0,121.0,20056.0,3076.0,13.297596403250909,25297.0,1706.0,856.0,120.0,27.0,11.0,15.0,14.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,6.0,14.0,0.0
131.0,4.0,0.0,7.0,1978.0,200.0,9.182736455463727,1208.0,36.0,65.0,28.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,347.0,55.0,13.681592039800993,63.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,10.0,0.0,0.0,878.0,430.0,32.87461773700306,420.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,5.0,0.0,1.0,499.0,134.0,21.169036334913113,323.0,30.0,21.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62.0,0.0,0.0,3.0,401.0,92.0,18.66125760649087,252.0,33.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
274.0,10.0,0.0,5.0,11505.0,2967.0,20.501658374792704,1561.0,129.0,84.0,61.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
56.0,0.0,0.0,2.0,1372.0,581.0,29.749103942652326,249.0,28.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
74.0,9.0,0.0,0.0,1280.0,401.0,23.854848304580607,627.0,22.0,28.0,24.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,44.0,0.0,0.0,2422.0,1316.0,35.2059925093633,1127.0,35.0,70.0,23.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,325.0,66.0,16.879795396419436,140.0,2.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,6.0,2477.0,124.0,4.767397154940407,56.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
7.0,3.0,0.0,1.0,812.0,158.0,16.288659793814432,95.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,0.0,0.0,0.0,390.0,122.0,23.828125,24.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,72.0,30.0,29.411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,21.0,0.0,0.0,1822.0,1333.0,42.25039619651347,469.0,7.0,37.0,5.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,4.0,0.0,6.0,2060.0,473.0,18.673509672325306,287.0,21.0,17.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
36.0,3.0,0.0,0.0,986.0,72.0,6.805293005671078,155.0,24.0,5.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,173.0,14.0,7.4866310160427805,80.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,1.0,0.0,0.0,1049.0,546.0,34.23197492163009,245.0,50.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,255.0,26.0,9.252669039145907,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
